seconds_elapsed,z,y,x
0.020000,0.0415691200,0.0162592200,-0.0091199280
0.040000,0.0325313700,0.0945267800,0.0220847800
0.060000,0.0428697900,0.1083110000,0.0096815950
0.080000,0.0250770800,0.0771793300,-0.0049980080
0.100000,0.0322427500,-0.0102389500,-0.0831910700
0.120000,0.0809105900,-0.0794006400,-0.1574687000
0.140000,0.1183496000,-0.0980171400,-0.2047907000
0.160000,0.1765512000,-0.0683077700,-0.2920185000
0.180000,0.1823663000,0.0096472370,-0.3201914000
0.200000,0.1785870000,0.0895455000,-0.2949060000
0.220000,0.2204682000,0.1126355000,-0.3012721000
0.240000,0.2292648000,0.0746985400,-0.3306013000
0.260000,0.2871030000,0.0585121300,-0.3473556000
0.280000,0.3469439000,0.0267323400,-0.3326793000
0.300000,0.3303469000,-0.0083546980,-0.3105015000
0.320000,0.3384024000,0.0357399200,-0.2535399000
0.340000,0.3521859000,0.0402971500,-0.1420442000
0.360000,0.3751527000,0.0392758000,-0.0536500800
0.380000,0.4012940000,0.0705981000,-0.0115007900
0.400000,0.3659173000,0.0604852700,0.0594295600
0.420000,0.3428773000,0.0741158400,0.1351426000
0.440000,0.3582885000,0.0203393300,0.1592631000
0.460000,0.3515231000,-0.0970377700,0.2239198000
0.480000,0.3057256000,-0.1512739000,0.3193148000
0.500000,0.2563042000,-0.2118370000,0.3674050000
0.520000,0.2304432000,-0.2509367000,0.3741383000
0.540000,0.1858893000,-0.2239177000,0.2462788000
0.560000,0.1431895000,-0.1878228000,0.0230681700
0.580000,0.1230596000,-0.1783521000,-0.0947064100
0.600000,0.0460335700,-0.1976937000,-0.1037358000
0.620000,-0.0319755100,-0.2257648000,-0.0579461700
0.640000,-0.0139131600,-0.2616691000,-0.0050179350
0.660000,0.0227674200,-0.2572566000,-0.0595082300
0.680000,0.0534761600,-0.2201526000,-0.1472954000
0.700000,0.0868008700,-0.1873389000,-0.1447350000
0.720000,0.0485231300,-0.1218497000,-0.0959294000
0.740000,-0.0209850600,-0.0408703100,-0.0180816500
0.760000,-0.0646036600,0.0430203800,0.0243640100
0.780000,-0.0743835500,0.1095574000,-0.0135060300
0.800000,-0.0130307400,0.1347342000,-0.0656369300
0.820000,0.0511718200,0.1357272000,-0.1802912000
0.840000,0.0574209200,0.0912228800,-0.3115873000
0.860000,0.0412448100,0.0496112500,-0.3372686000
0.880000,0.0134183000,0.0749262700,-0.3041951000
0.900000,-0.0325538600,0.1438062000,-0.2715544000
0.920000,-0.0900405900,0.2443712000,-0.2658231000
0.940000,-0.1121484000,0.3163219000,-0.2466366000
0.960000,-0.1152920000,0.2788297000,-0.1743496000
0.980000,-0.1541417000,0.2095895000,-0.0746287000
1.000000,-0.1759946000,0.1843942000,0.0242974500
1.020000,-0.1801658000,0.1444162000,0.0929991300
1.040000,-0.1950574000,0.1005494000,0.2026436000
1.060000,-0.1628978000,0.0653125100,0.2489156000
1.080000,-0.1154668000,-0.0043843350,0.1203048000
1.100000,-0.1348023000,-0.0772177200,0.0935192200
1.120000,-0.1898342000,-0.1182913000,0.2238618000
1.140000,-0.2561423000,-0.1251899000,0.4062238000
1.160000,-0.3367690000,-0.1756345000,0.6172919000
1.180000,-0.3410358000,-0.2908300000,0.6113444000
1.200000,-0.2554065000,-0.3939773000,0.3474152000
1.220000,-0.1713213000,-0.4676105000,0.0679743300
1.240000,-0.1165681000,-0.4173244000,-0.0289141900
1.260000,-0.0983348300,-0.2815458000,-0.0092337820
1.280000,-0.0835707900,-0.1692512000,-0.0444955100
1.300000,-0.0436794500,-0.0190451400,0.0070068910
1.320000,0.0019884530,0.0515707300,0.0691847400
1.340000,0.0201540400,0.0383172900,0.0239614800
1.360000,-0.0281516700,0.0724540200,0.0465553100
1.380000,-0.0520487600,0.0432893400,0.0198475200
1.400000,-0.0061050710,-0.0024664190,-0.0760837900
1.420000,0.0434541100,0.0065272350,-0.1681921000
1.440000,0.1063554000,0.0025867100,-0.3067721000
1.460000,0.1463104000,0.0354303400,-0.3713524000
1.480000,0.1544217000,0.0893717600,-0.3943945000
1.500000,0.1751034000,0.1261040000,-0.3977644000
1.520000,0.1905281000,0.1376688000,-0.3521905000
1.540000,0.2012296000,0.1147481000,-0.3236567000
1.560000,0.2098137000,0.1060361000,-0.2781011000
1.580000,0.2370229000,0.0907757200,-0.2699224000
1.600000,0.2828593000,0.0891187100,-0.2630550000
1.620000,0.3211042000,0.1307923000,-0.1617090000
1.640000,0.3429630000,0.1497919000,-0.0023517960
1.660000,0.3202000000,0.1463842000,0.1821823000
1.680000,0.3058673000,0.1399349000,0.2334171000
1.700000,0.3223180000,0.1342239000,0.1551559000
1.720000,0.3208405000,0.0824488800,0.1376655000
1.740000,0.3184337000,-0.0972365500,0.1868132000
1.760000,0.2847447000,-0.3179635000,0.2775501000
1.780000,0.2189476000,-0.3765333000,0.3209128000
1.800000,0.1866262000,-0.2408133000,0.1495382000
1.820000,0.1454873000,-0.1359316000,-0.1158633000
1.840000,0.0460256400,-0.1626899000,-0.1587826000
1.860000,-0.0498376800,-0.2320926000,-0.0293745700
1.880000,-0.0846247600,-0.3157395000,0.0429261100
1.900000,-0.0839184900,-0.3107192000,0.0901404400
1.920000,-0.0629862200,-0.2071238000,0.0745985300
1.940000,-0.0243896800,-0.1154673000,-0.0015349210
1.960000,-0.0051665600,-0.0275305700,-0.0292219000
1.980000,-0.0103382400,0.0078655150,-0.0945176700
2.000000,-0.0261016000,0.0036535810,-0.1364606000
2.020000,-0.0548666900,0.0291120700,-0.1089258000
2.040000,-0.0912720700,0.0530820200,-0.1240866000
2.060000,-0.1003519000,0.1042982000,-0.1360454000
2.080000,-0.0648913700,0.1477302000,-0.1747083000
2.100000,-0.0244110100,0.1468338000,-0.2525939000
2.120000,-0.0054105100,0.1469560000,-0.2877167000
2.140000,-0.0259561700,0.1241043000,-0.2970979000
2.160000,-0.0693830500,0.1078386000,-0.2629130000
2.180000,-0.0928601800,0.1331131000,-0.2042303000
2.200000,-0.1177586000,0.1783344000,-0.1444231000
2.220000,-0.1402832000,0.2245609000,-0.0649540900
2.240000,-0.1543261000,0.2238608000,-0.0099275140
2.260000,-0.1786393000,0.1803592000,0.0719335900
2.280000,-0.1869229000,0.1341575000,0.2049478000
2.300000,-0.1835990000,0.1026003000,0.2657157000
2.320000,-0.1695093000,0.0749049400,0.2678141000
2.340000,-0.1609409000,0.0369288300,0.3021258000
2.360000,-0.1994323000,-0.0020453040,0.3699723000
2.380000,-0.2343282000,-0.0518747200,0.4578738000
2.400000,-0.2358368000,-0.0963271200,0.4417359000
2.420000,-0.2373107000,-0.1538455000,0.2911609000
2.440000,-0.2469832000,-0.2456527000,0.1578346000
2.460000,-0.2528244000,-0.2934817000,0.0496722300
2.480000,-0.2474259000,-0.3044472000,0.0313530600
2.500000,-0.2201313000,-0.3130335000,0.0763940900
2.520000,-0.1437786000,-0.2832443000,0.0132949000
2.540000,-0.0639443800,-0.2015923000,-0.0444959700
2.560000,-0.0287575700,-0.0662100500,-0.0673225300
